<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.30	02:13:00	3957.40	3958.30	3956.35	3956.87	72	0	16
2025.10.30	02:14:00	3957.01	3957.81	3956.56	3956.76	65	0	17
2025.10.30	02:15:00	3956.76	3956.76	3955.30	3955.30	69	0	17
2025.10.30	02:16:00	3955.45	3957.64	3955.45	3957.64	69	0	17
2025.10.30	02:17:00	3957.63	3958.43	3956.97	3958.43	70	0	17
2025.10.30	02:18:00	3958.67	3960.70	3958.20	3960.40	81	0	17
2025.10.30	02:19:00	3960.47	3961.57	3959.79	3961.28	75	0	17
2025.10.30	02:20:00	3961.35	3963.94	3961.31	3963.87	87	0	14
2025.10.30	02:21:00	3963.83	3964.19	3960.47	3961.54	88	0	17
2025.10.30	02:22:00	3961.66	3962.01	3960.47	3961.05	82	0	17
2025.10.30	02:23:00	3960.77	3960.77	3959.53	3959.75	62	0	17
2025.10.30	02:24:00	3959.77	3959.77	3958.16	3959.02	75	0	17
2025.10.30	02:25:00	3959.00	3959.71	3955.92	3957.96	86	0	17
2025.10.30	02:26:00	3958.06	3958.08	3956.07	3957.12	77	0	17
2025.10.30	02:27:00	3956.79	3960.85	3956.04	3959.07	90	0	17
2025.10.30	02:28:00	3958.54	3960.76	3958.54	3959.20	76	0	17
2025.10.30	02:29:00	3959.06	3959.06	3957.55	3958.87	79	0	16
2025.10.30	02:30:00	3959.50	3959.75	3956.27	3956.28	55	0	16
2025.10.30	02:31:00	3956.24	3957.22	3956.14	3957.03	52	0	16
2025.10.30	02:32:00	3957.04	3957.79	3956.99	3957.75	68	0	16
2025.10.30	02:33:00	3957.71	3957.78	3956.54	3957.02	79	0	16
2025.10.30	02:34:00	3957.00	3957.41	3955.60	3957.07	77	0	16
2025.10.30	02:35:00	3956.85	3957.51	3956.74	3956.82	63	0	16
2025.10.30	02:36:00	3956.73	3956.92	3950.39	3951.99	88	0	16
2025.10.30	02:37:00	3952.17	3954.10	3949.66	3950.68	92	0	16
2025.10.30	02:38:00	3951.53	3952.12	3950.15	3950.50	92	0	16
2025.10.30	02:39:00	3950.49	3950.91	3947.76	3949.92	92	0	16
2025.10.30	02:40:00	3949.79	3949.96	3946.14	3947.99	89	0	16
2025.10.30	02:41:00	3947.94	3950.87	3947.88	3950.85	90	0	16
2025.10.30	02:42:00	3950.86	3951.09	3948.84	3949.36	81	0	16
2025.10.30	02:43:00	3949.36	3949.48	3945.35	3945.71	83	0	16
2025.10.30	02:44:00	3945.52	3946.16	3941.52	3941.83	95	0	17
2025.10.30	02:45:00	3941.79	3944.08	3938.13	3942.94	105	0	16
2025.10.30	02:46:00	3943.09	3951.13	3943.09	3948.31	96	0	17
2025.10.30	02:47:00	3948.47	3949.23	3946.09	3947.72	93	0	17
2025.10.30	02:48:00	3947.70	3948.67	3945.90	3947.31	87	0	17
2025.10.30	02:49:00	3947.51	3947.56	3943.70	3944.60	91	0	17
2025.10.30	02:50:00	3944.25	3944.58	3942.93	3943.04	81	0	17
2025.10.30	02:51:00	3943.13	3944.54	3941.73	3944.54	89	0	17
2025.10.30	02:52:00	3944.60	3946.26	3944.44	3945.22	86	0	17
2025.10.30	02:53:00	3945.37	3946.70	3945.25	3946.56	78	0	17
2025.10.30	02:54:00	3946.59	3948.35	3945.96	3947.05	83	0	17
2025.10.30	02:55:00	3947.01	3951.48	3947.01	3951.48	85	0	17
2025.10.30	02:56:00	3951.36	3951.95	3949.71	3950.25	89	0	17
2025.10.30	02:57:00	3950.20	3952.53	3949.92	3952.33	84	0	17
2025.10.30	02:58:00	3952.34	3953.43	3950.66	3951.47	80	0	17
2025.10.30	02:59:00	3951.46	3952.50	3950.12	3950.27	80	0	17
2025.10.30	03:00:00	3951.01	3957.50	3951.01	3955.28	98	0	17
2025.10.30	03:01:00	3955.16	3959.94	3955.05	3957.36	101	0	17
2025.10.30	03:02:00	3957.57	3961.60	3956.62	3960.60	98	0	16
2025.10.30	03:03:00	3960.51	3961.50	3959.12	3960.25	96	0	16
2025.10.30	03:04:00	3960.29	3962.36	3958.59	3960.28	97	0	16
2025.10.30	03:05:00	3960.08	3963.52	3959.26	3960.47	97	0	5
2025.10.30	03:06:00	3960.46	3966.44	3959.27	3965.67	88	0	5
2025.10.30	03:07:00	3964.16	3966.10	3961.16	3962.16	92	0	5
2025.10.30	03:08:00	3962.03	3962.64	3958.84	3959.27	92	0	17
2025.10.30	03:09:00	3959.29	3960.00	3955.02	3955.34	94	0	17
2025.10.30	03:10:00	3955.37	3955.38	3953.04	3953.04	90	0	17
2025.10.30	03:11:00	3953.14	3953.79	3949.05	3952.26	94	0	17
2025.10.30	03:12:00	3950.59	3950.59	3947.08	3948.40	98	0	16
2025.10.30	03:13:00	3948.34	3949.84	3946.17	3946.54	93	0	16
2025.10.30	03:14:00	3946.47	3950.95	3945.40	3950.30	98	0	17
2025.10.30	03:15:00	3950.02	3950.31	3947.59	3949.12	91	0	17
2025.10.30	03:16:00	3949.10	3949.73	3947.48	3949.59	78	0	17
2025.10.30	03:17:00	3949.59	3949.72	3947.78	3948.00	83	0	17
2025.10.30	03:18:00	3948.21	3949.39	3947.28	3948.70	89	0	17
2025.10.30	03:19:00	3949.29	3951.89	3949.29	3950.59	93	0	17
2025.10.30	03:20:00	3950.59	3954.43	3950.29	3954.43	92	0	17
2025.10.30	03:21:00	3954.09	3955.54	3954.03	3955.00	88	0	9
2025.10.30	03:22:00	3955.01	3955.36	3953.33	3954.61	93	0	16
2025.10.30	03:23:00	3954.61	3957.05	3951.69	3953.67	99	0	17
2025.10.30	03:24:00	3953.72	3954.37	3952.15	3952.67	89	0	17
2025.10.30	03:25:00	3952.60	3953.01	3947.35	3947.50	99	0	17
2025.10.30	03:26:00	3948.21	3949.22	3946.60	3946.92	90	0	17
2025.10.30	03:27:00	3947.03	3949.47	3945.17	3948.47	96	0	17
2025.10.30	03:28:00	3948.90	3949.99	3947.91	3947.91	89	0	17
2025.10.30	03:29:00	3947.86	3950.69	3947.62	3950.25	90	0	17
2025.10.30	03:30:00	3950.26	3951.98	3948.46	3951.66	93	0	16
2025.10.30	03:31:00	3951.56	3952.47	3949.70	3951.55	89	0	16
2025.10.30	03:32:00	3951.61	3952.02	3950.25	3950.52	89	0	16
2025.10.30	03:33:00	3950.68	3952.80	3949.91	3952.55	93	0	16
2025.10.30	03:34:00	3952.56	3956.96	3952.46	3956.57	92	0	16
2025.10.30	03:35:00	3956.74	3959.41	3956.48	3959.41	90	0	16
2025.10.30	03:36:00	3959.41	3959.78	3956.95	3957.88	86	0	16
2025.10.30	03:37:00	3957.78	3959.17	3955.50	3956.10	90	0	16
2025.10.30	03:38:00	3956.40	3956.51	3954.14	3954.26	82	0	16
2025.10.30	03:39:00	3954.52	3954.52	3949.55	3949.63	89	0	16
2025.10.30	03:40:00	3949.57	3950.36	3949.03	3949.03	87	0	16
2025.10.30	03:41:00	3949.04	3951.90	3947.59	3951.89	93	0	16
2025.10.30	03:42:00	3951.69	3955.67	3951.09	3954.73	98	0	16
2025.10.30	03:43:00	3955.11	3956.03	3954.45	3955.84	83	0	16
2025.10.30	03:44:00	3955.75	3957.88	3955.74	3957.81	87	0	17
2025.10.30	03:45:00	3957.75	3958.50	3955.17	3956.05	87	0	17
2025.10.30	03:46:00	3956.12	3957.61	3955.56	3956.42	87	0	17
2025.10.30	03:47:00	3956.45	3956.95	3955.85	3955.86	81	0	17
2025.10.30	03:48:00	3955.86	3956.44	3951.60	3951.83	83	0	17
2025.10.30	03:49:00	3951.72	3953.12	3950.75	3951.59	92	0	16
2025.10.30	03:50:00	3951.69	3953.82	3949.91	3949.96	89	0	16
2025.10.30	03:51:00	3950.22	3951.74	3949.64	3949.88	87	0	16
2025.10.30	03:52:00	3949.88	3950.57	3949.25	3950.34	82	0	16
2025.10.30	03:53:00	3950.25	3950.42	3949.19	3949.51	76	0	16
2025.10.30	03:54:00	3949.54	3950.81	3949.36	3949.37	75	0	16
2025.10.30	03:55:00	3949.10	3949.96	3947.81	3948.88	90	0	16
2025.10.30	03:56:00	3948.87	3949.25	3948.39	3948.79	82	0	16
2025.10.30	03:57:00	3948.75	3949.00	3945.88	3947.13	80	0	16
2025.10.30	03:58:00	3947.22	3951.19	3946.54	3951.19	95	0	16
2025.10.30	03:59:00	3951.28	3951.28	3946.15	3947.94	93	0	16
2025.10.30	04:00:00	3947.90	3948.03	3943.79	3943.97	80	0	16
2025.10.30	04:01:00	3944.19	3945.16	3941.42	3944.53	91	0	17
2025.10.30	04:02:00	3944.56	3944.69	3941.33	3942.13	89	0	17
2025.10.30	04:03:00	3942.09	3942.13	3940.33	3941.30	87	0	17
2025.10.30	04:04:00	3940.93	3940.93	3937.39	3937.49	92	0	12
2025.10.30	04:05:00	3937.47	3938.99	3934.91	3938.98	87	0	17
2025.10.30	04:06:00	3940.64	3942.82	3940.06	3940.30	88	0	17
2025.10.30	04:07:00	3940.04	3940.19	3934.08	3934.08	94	0	17
2025.10.30	04:08:00	3934.16	3936.40	3933.50	3934.38	88	0	18
2025.10.30	04:09:00	3934.61	3936.17	3931.89	3932.44	93	0	18
2025.10.30	04:10:00	3932.63	3932.63	3926.45	3926.62	98	0	6
2025.10.30	04:11:00	3926.73	3931.29	3926.65	3930.44	88	0	18
2025.10.30	04:12:00	3930.47	3935.83	3929.85	3935.83	92	0	18
2025.10.30	04:13:00	3936.06	3937.97	3935.68	3937.50	88	0	17
2025.10.30	04:14:00	3937.50	3937.68	3936.04	3936.36	92	0	17
2025.10.30	04:15:00	3936.19	3937.10	3934.90	3937.10	83	0	17
2025.10.30	04:16:00	3937.12	3937.19	3933.34	3936.88	86	0	17
2025.10.30	04:17:00	3936.92	3938.07	3936.92	3937.62	83	0	17
2025.10.30	04:18:00	3937.67	3937.72	3936.22	3937.67	65	0	17
2025.10.30	04:19:00	3937.67	3937.69	3935.32	3935.93	76	0	17
2025.10.30	04:20:00	3936.45	3936.71	3935.89	3936.35	64	0	17
2025.10.30	04:21:00	3936.41	3936.84	3936.00	3936.42	75	0	17
2025.10.30	04:22:00	3936.44	3937.71	3935.12	3937.52	67	0	17
2025.10.30	04:23:00	3937.41	3938.33	3937.11	3937.32	76	0	17
2025.10.30	04:24:00	3937.36	3937.81	3933.55	3933.55	69	0	17
2025.10.30	04:25:00	3933.82	3935.98	3933.79	3935.39	88	0	17
2025.10.30	04:26:00	3935.45	3936.73	3934.90	3934.90	74	0	17
2025.10.30	04:27:00	3934.78	3934.89	3933.12	3933.23	78	0	18
2025.10.30	04:28:00	3933.21	3934.22	3932.98	3934.01	72	0	17
2025.10.30	04:29:00	3933.96	3934.16	3932.52	3933.88	68	0	17
2025.10.30	04:30:00	3933.84	3934.15	3931.01	3931.70	86	0	17
2025.10.30	04:31:00	3931.69	3936.13	3931.69	3933.97	82	0	17
2025.10.30	04:32:00	3934.06	3936.97	3934.06	3936.50	81	0	17
2025.10.30	04:33:00	3936.27	3939.86	3935.58	3937.89	87	0	17
2025.10.30	04:34:00	3937.99	3940.18	3937.25	3938.34	91	0	17
2025.10.30	04:35:00	3938.35	3940.07	3938.12	3938.62	84	0	16
2025.10.30	04:36:00	3938.66	3939.66	3935.82	3938.09	88	0	16
2025.10.30	04:37:00	3938.12	3941.07	3937.97	3940.71	83	0	17
2025.10.30	04:38:00	3940.82	3941.75	3938.89	3938.94	87	0	17
2025.10.30	04:39:00	3938.95	3938.95	3936.67	3937.87	87	0	18
2025.10.30	04:40:00	3937.83	3939.80	3937.74	3939.39	74	0	17
2025.10.30	04:41:00	3939.22	3940.45	3938.25	3939.13	71	0	17
2025.10.30	04:42:00	3939.14	3939.66	3935.55	3938.36	84	0	17
2025.10.30	04:43:00	3938.45	3939.85	3937.03	3937.03	71	0	17
2025.10.30	04:44:00	3936.96	3938.57	3936.42	3936.97	77	0	17
2025.10.30	04:45:00	3937.20	3937.69	3935.90	3936.05	83	0	17
2025.10.30	04:46:00	3935.77	3938.51	3935.57	3937.95	75	0	17
2025.10.30	04:47:00	3938.01	3938.01	3931.95	3932.25	86	0	11
2025.10.30	04:48:00	3932.22	3934.31	3931.35	3931.95	83	0	17
2025.10.30	04:49:00	3931.57	3931.57	3928.68	3929.36	89	0	17
2025.10.30	04:50:00	3929.33	3932.38	3928.71	3930.72	91	0	17
2025.10.30	04:51:00	3930.71	3931.14	3927.81	3927.81	84	0	17
2025.10.30	04:52:00	3927.81	3928.27	3925.93	3928.13	91	0	17
2025.10.30	04:53:00	3928.10	3929.84	3928.09	3928.46	80	0	17
2025.10.30	04:54:00	3928.49	3928.94	3927.67	3928.93	74	0	17
2025.10.30	04:55:00	3928.90	3928.96	3925.02	3925.02	77	0	17
2025.10.30	04:56:00	3924.98	3926.60	3923.36	3924.91	90	0	17
2025.10.30	04:57:00	3924.89	3929.26	3924.67	3927.61	81	0	17
2025.10.30	04:58:00	3927.71	3928.00	3923.53	3923.96	87	0	8
2025.10.30	04:59:00	3924.21	3924.77	3921.43	3921.86	85	0	16
2025.10.30	05:00:00	3921.84	3922.25	3918.30	3919.24	92	0	5
2025.10.30	05:01:00	3919.04	3919.90	3915.08	3915.56	92	0	16
2025.10.30	05:02:00	3915.26	3922.58	3915.26	3921.29	98	0	16
2025.10.30	05:03:00	3922.03	3922.80	3919.73	3921.97	88	0	16
2025.10.30	05:04:00	3921.90	3922.92	3918.86	3920.35	95	0	17
2025.10.30	05:05:00	3920.07	3922.20	3920.02	3920.71	78	0	18
2025.10.30	05:06:00	3921.07	3924.72	3920.59	3924.21	80	0	18
2025.10.30	05:07:00	3924.00	3927.13	3923.32	3927.13	88	0	18
2025.10.30	05:08:00	3927.31	3927.92	3924.95	3925.25	83	0	17
2025.10.30	05:09:00	3924.89	3924.99	3922.29	3924.26	85	0	17
2025.10.30	05:10:00	3924.16	3925.41	3923.80	3924.18	79	0	17
2025.10.30	05:11:00	3924.20	3926.90	3924.13	3926.06	67	0	17
2025.10.30	05:12:00	3926.04	3927.07	3924.50	3927.07	81	0	17
2025.10.30	05:13:00	3927.23	3927.69	3926.10	3927.17	68	0	17
2025.10.30	05:14:00	3927.26	3929.19	3927.11	3928.69	70	0	17
2025.10.30	05:15:00	3928.78	3929.06	3927.29	3928.52	88	0	17
2025.10.30	05:16:00	3928.67	3928.67	3926.08	3926.38	85	0	17
2025.10.30	05:17:00	3926.15	3927.96	3925.93	3927.41	78	0	17
2025.10.30	05:18:00	3927.50	3928.02	3926.64	3927.83	71	0	17
2025.10.30	05:19:00	3927.93	3929.99	3927.30	3929.79	70	0	17
2025.10.30	05:20:00	3929.90	3931.23	3929.15	3929.54	79	0	17
2025.10.30	05:21:00	3930.10	3930.43	3928.91	3929.12	81	0	17
2025.10.30	05:22:00	3929.14	3929.97	3928.90	3929.40	68	0	17
2025.10.30	05:23:00	3929.34	3930.76	3929.21	3929.79	70	0	17
2025.10.30	05:24:00	3929.77	3930.85	3929.55	3930.46	67	0	17
2025.10.30	05:25:00	3930.47	3931.67	3929.38	3931.64	66	0	17
2025.10.30	05:26:00	3931.67	3932.91	3931.39	3932.59	79	0	17
2025.10.30	05:27:00	3932.58	3934.72	3932.26	3934.27	74	0	17
2025.10.30	05:28:00	3934.31	3934.52	3933.10	3933.76	68	0	17
2025.10.30	05:29:00	3933.79	3933.79	3932.24	3932.83	72	0	17
2025.10.30	05:30:00	3933.01	3934.97	3932.64	3934.94	77	0	17
2025.10.30	05:31:00	3934.95	3937.09	3934.13	3936.62	80	0	17
2025.10.30	05:32:00	3936.61	3936.73	3935.52	3935.75	73	0	18
2025.10.30	05:33:00	3935.83	3935.83	3934.87	3935.26	62	0	18
2025.10.30	05:34:00	3935.25	3935.87	3934.93	3935.09	54	0	18
2025.10.30	05:35:00	3935.30	3935.85	3935.27	3935.79	51	0	17
2025.10.30	05:36:00	3935.52	3936.77	3935.52	3936.29	65	0	5
2025.10.30	05:37:00	3936.32	3937.81	3936.16	3936.99	62	0	17
2025.10.30	05:38:00	3936.99	3937.28	3935.72	3936.56	61	0	17
2025.10.30	05:39:00	3936.56	3936.78	3936.22	3936.66	55	0	17
2025.10.30	05:40:00	3936.74	3936.94	3935.07	3935.63	59	0	17
2025.10.30	05:41:00	3935.65	3935.95	3934.49	3934.49	67	0	17
2025.10.30	05:42:00	3934.61	3934.61	3932.17	3932.17	81	0	17
2025.10.30	05:43:00	3932.00	3933.99	3931.68	3933.06	74	0	17
2025.10.30	05:44:00	3933.03	3933.03	3931.58	3932.55	69	0	17
2025.10.30	05:45:00	3932.59	3933.89	3932.28	3932.40	67	0	17
2025.10.30	05:46:00	3931.95	3932.47	3930.62	3932.17	79	0	17
2025.10.30	05:47:00	3932.12	3933.17	3932.01	3932.07	56	0	17
2025.10.30	05:48:00	3932.03	3932.53	3931.72	3932.53	47	0	17
2025.10.30	05:49:00	3932.54	3932.54	3930.41	3930.41	68	0	9
2025.10.30	05:50:00	3930.41	3930.76	3929.79	3930.73	57	0	5
2025.10.30	05:51:00	3930.71	3933.02	3930.67	3932.82	63	0	17
2025.10.30	05:52:00	3932.80	3934.85	3932.70	3934.71	63	0	17
2025.10.30	05:53:00	3934.70	3936.12	3934.67	3935.10	68	0	17
2025.10.30	05:54:00	3935.13	3935.13	3932.63	3934.04	62	0	18
2025.10.30	05:55:00	3934.05	3934.08	3932.45	3932.45	64	0	18
2025.10.30	05:56:00	3932.46	3933.72	3932.24	3933.06	57	0	18
2025.10.30	05:57:00	3932.94	3935.50	3932.84	3935.40	60	0	18
2025.10.30	05:58:00	3935.52	3936.79	3935.34	3935.97	65	0	18
2025.10.30	05:59:00	3936.08	3938.21	3936.08	3938.01	68	0	18
2025.10.30	06:00:00	3938.10	3940.53	3938.10	3940.43	88	0	18
2025.10.30	06:01:00	3939.80	3940.49	3939.61	3940.49	72	0	17
2025.10.30	06:02:00	3940.48	3942.17	3939.59	3940.73	81	0	17
2025.10.30	06:03:00	3940.67	3941.32	3937.12	3938.71	82	0	17
2025.10.30	06:04:00	3938.96	3939.21	3936.77	3936.79	78	0	17
2025.10.30	06:05:00	3936.96	3937.38	3935.02	3937.24	80	0	16
2025.10.30	06:06:00	3937.30	3938.14	3937.30	3937.43	72	0	16
2025.10.30	06:07:00	3937.52	3939.21	3937.10	3939.19	73	0	16
2025.10.30	06:08:00	3939.25	3940.56	3938.76	3939.62	70	0	16
2025.10.30	06:09:00	3939.64	3943.08	3939.55	3941.74	97	0	18
2025.10.30	06:10:00	3941.48	3943.13	3940.05	3942.65	83	0	18
2025.10.30	06:11:00	3942.38	3943.76	3940.95	3940.95	83	0	18
2025.10.30	06:12:00	3940.94	3941.85	3939.97	3940.73	77	0	18
2025.10.30	06:13:00	3940.74	3943.29	3940.49	3942.70	80	0	18
2025.10.30	06:14:00	3942.49	3943.46	3942.08	3943.13	87	0	18
2025.10.30	06:15:00	3943.04	3943.83	3941.68	3941.91	91	0	18
2025.10.30	06:16:00	3942.10	3943.24	3941.90	3942.35	83	0	18
2025.10.30	06:17:00	3942.38	3944.15	3941.62	3943.94	76	0	18
2025.10.30	06:18:00	3944.22	3948.60	3944.22	3948.24	89	0	18
2025.10.30	06:19:00	3948.19	3949.70	3947.43	3949.14	90	0	10
2025.10.30	06:20:00	3949.03	3949.64	3947.49	3948.72	75	0	17
2025.10.30	06:21:00	3948.93	3953.22	3948.85	3951.57	89	0	17
2025.10.30	06:22:00	3951.47	3953.16	3951.08	3952.94	86	0	17
2025.10.30	06:23:00	3952.93	3953.48	3951.61	3952.76	82	0	18
2025.10.30	06:24:00	3952.69	3953.35	3951.79	3952.40	85	0	18
2025.10.30	06:25:00	3952.30	3953.47	3951.94	3952.49	80	0	18
2025.10.30	06:26:00	3952.60	3956.43	3952.60	3953.93	88	0	13
2025.10.30	06:27:00	3954.22	3956.13	3953.23	3955.82	88	0	17
2025.10.30	06:28:00	3956.07	3957.33	3955.92	3956.80	88	0	17
2025.10.30	06:29:00	3956.78	3958.99	3956.78	3958.94	85	0	12
2025.10.30	06:30:00	3959.31	3962.35	3958.62	3961.74	87	0	5
2025.10.30	06:31:00	3961.33	3964.11	3960.73	3963.42	77	0	17
2025.10.30	06:32:00	3963.20	3964.25	3961.57	3961.79	89	0	17
2025.10.30	06:33:00	3962.00	3964.23	3960.71	3963.71	90	0	17
2025.10.30	06:34:00	3963.89	3970.62	3963.45	3969.31	98	0	17
2025.10.30	06:35:00	3969.33	3974.37	3966.06	3971.75	100	0	11
2025.10.30	06:36:00	3971.49	3980.32	3966.08	3978.56	105	0	17
2025.10.30	06:37:00	3978.01	3981.79	3972.61	3981.61	109	0	16
2025.10.30	06:38:00	3981.06	3981.07	3977.41	3977.65	95	0	16
2025.10.30	06:39:00	3977.52	3977.53	3972.42	3972.59	97	0	17
2025.10.30	06:40:00	3972.84	3976.98	3972.48	3975.41	94	0	17
2025.10.30	06:41:00	3975.30	3976.80	3973.74	3974.71	87	0	5
2025.10.30	06:42:00	3974.71	3979.82	3974.37	3979.33	91	0	5
2025.10.30	06:43:00	3979.33	3980.36	3976.15	3977.03	89	0	17
2025.10.30	06:44:00	3976.68	3979.90	3975.27	3978.81	92	0	17
2025.10.30	06:45:00	3978.81	3981.75	3977.14	3980.21	95	0	17
2025.10.30	06:46:00	3980.24	3980.60	3978.04	3978.24	80	0	17
2025.10.30	06:47:00	3978.24	3979.80	3976.44	3976.54	73	0	17
2025.10.30	06:48:00	3976.59	3977.04	3974.49	3974.82	97	0	8
2025.10.30	06:49:00	3974.97	3979.10	3974.76	3978.18	83	0	17
2025.10.30	06:50:00	3978.19	3980.78	3978.19	3979.92	85	0	14
2025.10.30	06:51:00	3979.91	3981.86	3978.00	3978.00	90	0	17
2025.10.30	06:52:00	3978.02	3978.75	3973.86	3977.84	87	0	17
2025.10.30	06:53:00	3977.88	3977.88	3974.43	3975.27	74	0	17
2025.10.30	06:54:00	3975.56	3976.52	3974.38	3974.43	80	0	6
2025.10.30	06:55:00	3974.40	3974.40	3971.48	3973.18	87	0	5
2025.10.30	06:56:00	3973.04	3973.24	3971.43	3972.47	81	0	16
2025.10.30	06:57:00	3972.31	3975.16	3972.31	3974.50	79	0	16
2025.10.30	06:58:00	3974.43	3976.39	3973.55	3973.71	80	0	17
2025.10.30	06:59:00	3973.59	3974.49	3972.56	3972.70	71	0	13
2025.10.30	07:00:00	3972.69	3976.18	3971.43	3973.38	91	0	17
2025.10.30	07:01:00	3973.45	3974.98	3972.24	3974.98	88	0	17
2025.10.30	07:02:00	3975.07	3978.55	3974.98	3977.89	89	0	17
2025.10.30	07:03:00	3977.90	3977.90	3973.74	3974.91	82	0	17
2025.10.30	07:04:00	3974.93	3974.93	3970.38	3971.48	87	0	17
2025.10.30	07:05:00	3971.55	3972.81	3969.28	3970.65	85	0	17
2025.10.30	07:06:00	3970.61	3971.96	3969.73	3971.11	81	0	17
2025.10.30	07:07:00	3971.22	3971.52	3969.57	3970.17	84	0	17
2025.10.30	07:08:00	3970.12	3972.95	3969.28	3972.82	79	0	9
2025.10.30	07:09:00	3972.92	3974.06	3971.99	3972.55	80	0	17
2025.10.30	07:10:00	3972.63	3972.87	3970.17	3970.36	69	0	17
2025.10.30	07:11:00	3970.25	3970.25	3968.64	3969.82	74	0	7
2025.10.30	07:12:00	3969.80	3969.80	3963.64	3965.41	99	0	17
2025.10.30	07:13:00	3965.42	3968.06	3963.65	3964.79	91	0	16
2025.10.30	07:14:00	3964.54	3964.86	3960.90	3962.69	96	0	17
2025.10.30	07:15:00	3963.30	3964.87	3962.64	3962.91	89	0	13
2025.10.30	07:16:00	3962.98	3963.38	3960.56	3961.15	93	0	19
2025.10.30	07:17:00	3961.13	3961.28	3959.57	3959.85	90	0	19
2025.10.30	07:18:00	3959.74	3961.32	3959.37	3960.41	81	0	19
2025.10.30	07:19:00	3960.24	3960.69	3957.35	3958.44	83	0	19
2025.10.30	07:20:00	3958.43	3961.80	3958.37	3961.79	86	0	19
2025.10.30	07:21:00	3960.95	3963.82	3959.72	3963.27	84	0	20
2025.10.30	07:22:00	3963.25	3964.70	3962.84	3964.53	75	0	19
2025.10.30	07:23:00	3964.45	3964.70	3962.44	3962.52	74	0	5
2025.10.30	07:24:00	3962.70	3963.30	3958.07	3958.29	88	0	19
2025.10.30	07:25:00	3958.04	3958.04	3953.29	3953.65	94	0	19
2025.10.30	07:26:00	3953.75	3955.93	3950.32	3953.06	100	0	6
2025.10.30	07:27:00	3953.27	3954.56	3950.72	3951.99	83	0	18
2025.10.30	07:28:00	3952.24	3953.48	3951.33	3953.07	85	0	18
2025.10.30	07:29:00	3953.28	3953.93	3948.99	3950.24	89	0	18
2025.10.30	07:30:00	3950.36	3953.16	3948.78	3950.69	93	0	19
2025.10.30	07:31:00	3950.28	3950.92	3947.18	3950.62	92	0	18
2025.10.30	07:32:00	3950.86	3955.09	3950.22	3954.50	95	0	18
2025.10.30	07:33:00	3954.59	3954.59	3950.02	3950.72	92	0	19
2025.10.30	07:34:00	3950.78	3955.04	3950.28	3955.04	90	0	18
2025.10.30	07:35:00	3955.02	3957.92	3954.76	3956.54	95	0	18
2025.10.30	07:36:00	3956.50	3958.46	3955.79	3956.57	85	0	18
2025.10.30	07:37:00	3956.63	3959.25	3956.48	3959.06	82	0	18
2025.10.30	07:38:00	3959.18	3959.18	3956.55	3958.32	83	0	18
2025.10.30	07:39:00	3957.98	3958.27	3956.89	3957.70	87	0	18
2025.10.30	07:40:00	3957.73	3960.32	3957.73	3959.38	85	0	18
2025.10.30	07:41:00	3959.34	3963.29	3959.34	3962.12	89	0	18
2025.10.30	07:42:00	3962.37	3963.58	3959.59	3959.67	87	0	17
2025.10.30	07:43:00	3959.75	3961.39	3957.69	3957.81	86	0	17
2025.10.30	07:44:00	3957.84	3963.12	3957.84	3962.59	85	0	17
2025.10.30	07:45:00	3962.57	3963.66	3961.29	3963.13	79	0	17
2025.10.30	07:46:00	3962.91	3966.22	3962.76	3965.28	87	0	17
2025.10.30	07:47:00	3965.28	3968.62	3964.61	3968.24	86	0	17
2025.10.30	07:48:00	3967.94	3970.13	3967.32	3969.75	86	0	17
2025.10.30	07:49:00	3969.66	3970.78	3966.98	3968.50	93	0	17
2025.10.30	07:50:00	3968.50	3972.68	3968.48	3972.51	89	0	16
2025.10.30	07:51:00	3972.70	3973.61	3969.17	3969.30	96	0	17
2025.10.30	07:52:00	3969.23	3970.32	3967.91	3968.77	97	0	18
2025.10.30	07:53:00	3968.51	3969.83	3967.32	3967.86	91	0	15
2025.10.30	07:54:00	3967.62	3967.73	3964.76	3965.36	88	0	7
2025.10.30	07:55:00	3965.15	3965.42	3964.16	3965.11	76	0	5
2025.10.30	07:56:00	3965.11	3965.11	3961.01	3962.09	72	0	5
2025.10.30	07:57:00	3962.32	3964.70	3961.01	3964.58	80	0	5
2025.10.30	07:58:00	3964.58	3964.74	3963.36	3963.92	82	0	5
2025.10.30	07:59:00	3963.92	3963.92	3961.65	3963.64	63	0	5
2025.10.30	08:00:00	3963.69	3965.59	3961.07	3963.21	80	0	5
2025.10.30	08:01:00	3963.68	3967.53	3963.63	3967.01	86	0	5
2025.10.30	08:02:00	3967.00	3967.89	3965.51	3966.10	70	0	5
2025.10.30	08:03:00	3966.12	3970.84	3965.68	3967.87	89	0	5
2025.10.30	08:04:00	3967.87	3969.12	3966.04	3966.88	85	0	17
2025.10.30	08:05:00	3966.81	3969.82	3966.76	3968.79	81	0	17
2025.10.30	08:06:00	3968.91	3969.44	3967.20	3968.66	86	0	17
2025.10.30	08:07:00	3968.17	3968.84	3963.96	3964.61	85	0	17
2025.10.30	08:08:00	3964.65	3965.59	3962.55	3964.96	91	0	15
2025.10.30	08:09:00	3964.93	3966.26	3963.83	3965.00	78	0	17
